Rank,Address,Quantity,Percentage,Value
65,PancakeSwap V2: BSC-USD-WOR 15,4196555.1801809585,0.001241585141882124,4200751.74
66,PancakeSwap V2: BSC-USD-CCDS,4054990.5834790664,0.001199702099163733,4059045.57
67,0xdaa3b5ae0521264e55f45157eb6e158e1f3e5012,4010403.3191472404,0.0011865105926697854,4014413.72
68,0x5f63e4f12d5c6bcea8c16d531eca2db3db068c02,4006815.590834471,0.0011854491339316085,4010822.41
69,0xa689c51623b6b7e233e9e0e5b09f1aaf10b8e3e2,4000009.71,0.0011834355584730023,4004009.72
70,0xdc0b57380a6ef8ea46a2b068f1cbafa0b1737e4f,3920760.4179247427,0.001159989007833086,3924681.18
71,0x965b1377330cfc0f1807ed9967ece19d0ce5bb39,3856700.01830001,0.0011410362151395154,3860556.72
72,0x5ff47d4ab75bcaff6807c81f1367abb53439883c,3829952.9754812242,0.001133122883960189,3833782.93
73,0xab33e891687f9a67785a2df84834f954f0ee469e,3800010.0,0.001124264009987364,3803810.01
74,0x7f16639780aa0f1ae673a488d72737cc76dc4051,3752372.15700343,0.001110169964867885,3756124.53
75,0xb574d5e9a8d6254b53222ad377fc344c415c0480,3661900.0,0.0010834030379321972,3665561.9
76,0xe8c46a7416e43332513ce644b2c1c15ccbd94220,3511983.5191388526,0.001039049022038516,3515495.5
77,0x0bfe75f203f3bbca270992ab94ec94b8a294a18c,3464640.0,0.001025042055037387,3468104.64
78,0xcf14d57a6f6551a89d3f3f11cc8b2c0884f7a8a0,3448137.1578997565,0.0010201595543503342,3451585.3
79,0x2c8d9c87714c08521f113e42f552746370b40b4f,3429100.480002,0.001014527397637544,3432529.58
80,0xf2559b0e3249057a6506ab812c352023b74fed93,3388800.0,0.0010026041713167017,3392188.8
81,0xca1e23201883781b9a21fef3c4d0d9f5c084fcab,3387811.751756399,0.0010023117899984383,3391199.56
82,0x4440ea4f79d904874efb2a60bfbfe4db10da0c4b,3300000.0071,0.0009763319677949733,3303300.01
83,0x1e06fe8ca98bf52d3b04532f1b3639cff54438d9,3292060.4990372676,0.0009739829994575387,3295352.56
84,0x174545c2f8c97320bd75b863761274b2c6050b38,3243980.355726411,0.000959758096175855,3247224.34
85,0x99823eae0d54b4b8116ab3abb0f5a7700da5672a,3209751.966554931,0.0009496313475448419,3212961.72
86,PancakeSwap V2: STA-BSC-USD,3203644.8136026897,0.000947824496439794,3206848.46
87,0x3e05f903f58a5a5ac813069f6bf15ea86455a424,3198929.71,0.0009464294945098344,3202128.64
88,0x96c1e031a431e96267454b6c6f06e51363de5562,3149999.0,0.0009319529441228279,3153149.0
89,0xdd3316850d2ba7b1265c9f4bf6297c42588ca0ad,3129561.165835926,0.0009259062438792077,3132690.73
90,0x6b9353bf4f90abdb218979b7596fafc3c6c6ac64,3109654.088654788,0.0009200165724260291,3112763.74
91,0x5f6a4fec02333f82637a8eb9b98cb6b486679c46,3098050.7139803953,0.0009165836192125326,3101148.76
92,0x898fce2414a1347c0e12bde6b28b75843fd9bbad,3042380.642079351,0.0009001131735369282,3045423.02
93,PancakeSwap V2: BSC-USD-N2 2,3004744.067208087,0.0008889780853169086,3007748.81
94,0x23010fdd2b41289bc44e92e739e70849ba63df8c,3000000.6600126056,0.000887574709537741,3003000.66
95,0xeb25df7c79a85640c4420680461dcdfd91f0dfad,2989968.3750729742,0.0008846065760603118,2992958.34
96,0x63b30de1a998e9e64fd58a21f68d323b9bcd8f85,2946916.702424343,0.0008718693869138061,2949863.62
97,0x1483767e665b3591677fd49f724bf7430c18bf83,2946378.1648928626,0.0008717100561844997,2949324.54
98,0x63dfe4e34a3bfc00eb0220786238a7c6cef8ffc4,2932823.917607484,0.0008676999213676387,2935756.74
99,0x7dcc03aa0129b8b07f2c323391f8abb0afb76c52,2909645.698350994,0.0008608424558015829,2912555.34
100,PancakeSwap V2: BSC-USD-FA 3,2878051.121571713,0.0008514949420887958,2880929.17
101,Multichain: anyBSC-USD Token,2877729.052435686,0.0008513996553031392,2880606.78
102,0x73909171f75bfaed8ac9b59afe2f62e48ebe6885,2871330.1102851136,0.0008495064759794323,2874201.44
103,PancakeSwap V2: BSC-USD-DEBT,2859538.3329747906,0.0008460177823065783,2862397.87
104,0x2274f282d3b2c052dc2c5da4ff43e4a89f1d4b5e,2852395.82231705,0.0008439046121640131,2855248.22
105,0xd87653ae81507cdfdd82df839a3fa74e5b14ed82,2847454.0000007683,0.0008424425336500229,2850301.45
106,0xbe90714059fa1898f76189d8ea7ce8bdba9e01d8,2790018.0621,0.0008254496420887631,2792808.08
107,BNB Bridge Exploiter,2778872.368943635,0.0008221520976922842,2781651.24
108,0x2c3d4c9966a466ed6bc434afba8ea3c96ee35c86,2736165.224855919,0.0008095168401358137,2738901.39
109,PancakeSwap V2: BUSD-T-SGRv2,2734228.774554575,0.0008089439254906073,2736963.0
110,0xf4e5c00b7980109926e89611942d1b055e9fe74e,2702849.5523137115,0.0007996601261777641,2705552.4
111,0xdedbd1804569f369e33e453ee311f0f97dcd0bde,2644056.055944634,0.0007822655898504712,2646700.11
112,0x7d415b6ed051e448aeae7d7eddf37d48b6a2200b,2596779.15234375,0.0007682783316005938,2599375.93
113,0xbdb9509e1ad6847d6564c5430b0cd42484ce1bd6,2588074.0305325724,0.0007657028501795284,2590662.1
114,0x855e99f768fad76dd0d3eb7c446c0b759c96d520,2582803.023667131,0.0007641433797267633,2585385.83
115,0xf4cedc154d5caacadc7727e866a6f52046b60249,2541105.6,0.000751806856207575,2543646.71
116,0xffa17b125bde8ceb74565110f27abf9d30d03279,2498224.2,0.0007391200436155365,2500722.42
117,0xd58576570b225688af9bb9987485f03fa2ce08be,2490200.0,0.0007367460184764077,2492690.2
118,0x4d41f022f19174ee66eba3455cdb27914a1e630e,2462874.983692,0.0007286616891174319,2465337.86
119,0xd40e15c7f6aee4d0145bf5cc4e4cdbf263fa29b5,2459169.73891877,0.0007275654621741511,2461628.91
120,0xa7e07eaab1164bce039ea4b73deecba750f3a6de,2439931.397349249,0.0007218736416161903,2442371.33
121,0x1b9a1120a17617d8ec4dc80b921a9a1c50caef7d,2417218.9131539194,0.0007151539675736968,2419636.13
122,PancakeSwap V2: BSC-USD-USEA,2390260.1280947323,0.0007071779907223124,2392650.39
123,0x505d1180061727c59ce04e7acfc117283cf797f0,2388129.703669071,0.0007065476872473825,2390517.83
124,0x791d6d2876e306b37c588fb278957ffa80ee57e0,2377500.0,0.0007034028025570875,2379877.5
125,0x52e75d318cfb31f9a2edfa2dfee26b161255b233,2373827.779229,0.0007023163460347197,2376201.61
126,0xea0289d7359abb50cd661adffc563f7f8ba138e8,2296480.9342760704,0.0006794326499216432,2298777.42
127,0x29825cb9813cdc1837147ccb0a20b135ec7a591a,2257761.356762825,0.0006679771465203211,2260019.12
128,0xc769fa5ac102ffb129c2ba5f31a4d071ce454fc2,2245643.2479800396,0.0006643919050147468,2247888.89
129,0x320782db1e7bc6eb00276e49e9e25555d69e70a9,2223100.0,0.0006577223008894475,2225323.1
130,0x18a15bf2aa1e514dc660cc4b08d05f9f6f0fdc4e,2207967.271682218,0.0006532451595607145,2210175.24
131,0xabd4b1b81728cbd2944610e59727c962523c95d0,2200000.552640001,0.0006508881406326469,2202200.55
132,0x2b30c317cedfb554ec525f85e79538d59970beb0,2139060.574266529,0.0006328585500645424,2141199.63
133,0x9f4da89774570e27170873befd139a79cb1a3da2,2136305.0074409167,0.0006320432931022842,2138441.31
134,0x5c4fcc526e0e4aa69b90a465dd323c945ddbc4cd,2106768.4,0.0006233046464347891,2108875.17
135,0xffbc8205c109ad9164f5d6425d8ad7f52f59542d,2088501.0,0.000617900086874145,2090589.5
136,0x7b6bb2e4fa0e8c65630b7db56522e4b732793726,2064166.8,0.0006107006149591147,2066230.97
137,0xa73835d6337719f316ad66f3c11ac6cc9bcf7b07,2051976.076152076,0.0006070938896931508,2054028.05
138,0x3fcf13e232c6df2e9845f934403f93fa36d6f839,2040010.0123,0.0006035536319227502,2042050.02
139,0xcb732cff8be797759a04beea0c22c6c6c4288cba,2000000.8065113514,0.0005917165814580525,2002000.81
140,0xaa52fcf371968fa8db8caade7d2d57d594b4d690,2000000.0,0.0005917163428450789,2002000.0
141,0xe60bdfbdbb7504f3122e669234d717b480503b06,2000000.0,0.0005917163428450789,2002000.0
142,0xcd9bb21df92717fc1ae35dab20de322a147278bb,1991757.0,0.0005892775839380429,1993748.76
143,0x19d1c8d68a3759498afaa96ffeb6da5d6a9a4610,1966501.0001,0.0005818053899901811,1968467.5
144,0xa18483cbb19aae6f384163b6261cec5319f4c371,1900000.00039512,0.0005621305258197244,1901900.0
145,0x28ec0b36f0819ecb5005cab836f4ed5a2eca4d13,1879580.6410511911,0.0005560892915026099,1881460.22
146,0x81bb07026090d40492c7470b46087b40ac451ffe,1872598.4711234756,0.0005540235594752345,1874471.07
147,0x8590baf5b24c2846ce3d5a268b4a1f14f04cf183,1871552.699407,0.0005537141593674726,1873424.25
148,0x6726ca7240e312415c7c8eed89f35be726c08f2c,1870500.0,0.00055340270964586,1872370.5
149,0xc397aa1b7131cde6ee70b61afa3665571cf069bd,1867200.0,0.0005524263776801656,1869067.2
150,0x4ab275de34e2f805d2f557e5dec49241dabb1e44,1865940.6011,0.0005520537742245202,1867806.54
151,PancakeSwap V2: BSC-USD-BITNEY,1862913.9731177257,0.0005511583216041081,1864776.89
152,0xae1040db6af41d3e67bdd91509fb990ad791e7e9,1850000.3,0.0005473377058891494,1851850.3
153,mexc.com,1833518.8885537824,0.0005424615456362089,1835352.41
154,0xbc480cbc625a61b66f99af65767b7c2adabc287c,1819044.6979909115,0.0005381792380834567,1820863.74
155,0x4487c50b9c46f8e95a4e223dbd5d4bbb354d6187,1797610.860421145,0.0005318378620934978,1799408.47
156,0xe12d48fca6a43a24da58197fe1b9e42d37646426,1797161.9688963117,0.0005317050538677935,1798959.13
157,0x1585b3124fa251c418e86b5c4aa235103e0b6166,1795261.28988567,0.0005311427224512439,1797056.55
158,0x0a072619e5e5ebfc7d432db3f57bb63a0fc27bfd,1792567.3684674827,0.0005303457037865029,1794359.94
159,PancakeSwap V2: BSC-USD-MOS 5,1778649.9665385114,0.000526228126700845,1780428.62
160,0xc48b023306e341b98bfff048a03fb23ada702d32,1775001.0,0.0005251485501331789,1776776.0
161,0xdeb8491a6c2a75bc462a07cabcfbcb6454b556b3,1762006.01,0.0005213038761541248,1763768.02
162,0x9170d9c038db5d7cc53b5f36678213c22f438a85,1760262.577781,0.0005207880674858123,1762022.84
163,0xfe21dd0ec80e744a473770827e1ad6393a5a94f0,1759955.9973189589,0.0005206973631509189,1761715.95
164,0xb911699c83b27e451479e5c95a7e7ad3581b8af5,1759815.622538995,0.000520655832125205,1761575.44
165,0xb71ab4a36324568b1a854679b0b9109a7f982959,1759800.0,0.000520651210069385,1761559.8
166,0xe70665869a317d6c9585d50d8a870c2a08256abc,1749401.0004506,0.0005175745810780757,1751150.4
167,0x2a0c87de1a6a51ef64823b479bb07307ebffd6da,1747645.44,0.0005170551841733393,1749393.09
168,0xd1f65ea2cf449d02f181765a0816aa1bf3af816e,1744879.2946577552,0.0005162367974704938,1746624.17
169,0x4b2cad10b86c42fb79518d0ee4905d2868a77d42,1732344.999214213,0.0005125284237404976,1734077.34
170,PancakeSwap V2: GUT-BSC-USD,1725296.1386894935,0.0005104429607550416,1727021.43
171,PancakeSwap V2: BSC-USD-ZGC,1720800.4473586453,0.0005091128737386167,1722521.25
172,0x5ce47498a533ead27fbc2c06726735458fa68b4a,1720000.0,0.0005088760548467679,1721720.0
173,0xde1c0cbc7697349ac22152dc3a41efeac2ad0bd5,1700000.0,0.0005029588914183171,1701700.0
174,0xcd00dd634ea33cd53340bb0f0deb927e838b5c93,1685599.0,0.0004986982378916611,1687284.6
175,0x2b3bb77ef5a850b8969f89467c49f7d1a9d4a8b4,1650000.0,0.0004881659828471901,1651650.0
176,0xb93ec5ca207f07caa2669fda74fba03c5f807710,1647300.0,0.00048736716578434925,1648947.3
177,0x2762409baa1804d94d8c0bcff8400b78bf915d5b,1641807.82223,0.00048574226011218954,1643449.63
178,PancakeSwap V2: BSC-USD-LIT 4,1629352.7379197387,0.0004820573216432421,1630982.09
179,0x23121cf1cdbcd086e1f28786bd5d25ee3108fadd,1628915.8378382716,0.0004819280611840448,1630544.75
180,PancakeSwap V2: BSC-USD-IVY 10,1627487.1341998691,0.00048150536753808234,1629114.62
181,PancakeSwap: USDT-BUSD,1626652.5708055077,0.00048125845513829037,1628279.22
182,0x24c296d3db481766675af3b2940d0949688cc6a2,1620201.0001,0.00047934970522655565,1621821.2
183,0xf4be044ba7461d8444ed53f9ec7490781e08e3b7,1611006.5586454761,0.00047662945459056865,1612617.57
184,0xf567841f0165663a4788053da8827eaf49081259,1606275.00353725,0.00047522958534826386,1607881.28
185,0xf47f0b89ac60456a054cd6a03f535d990c83b9ef,1605588.608453044,0.00047502650975377725,1607194.2
186,0x608808425a63f5392208eb3829c90ead3201eefd,1600000.0,0.00047337307427606313,1601600.0
187,0x483187b7a4a09c159f1c3e547b07b66d926ae384,1572507.5075969838,0.0004652391957458587,1574080.02
188,0x29f4e0b4e9581695166c208319a846ac327c8e3b,1569600.0,0.00046437898586481794,1571169.6
189,0x1cf6ab396ea1bc043d23cdb1054f6fce18d1a832,1566651.7316229295,0.00046350671657391493,1568218.38
190,0x0f4c0d71dceb8bf8d68db2ec2dd520d75b342d26,1559337.94619959,0.00046134287339238896,1560897.28
191,0xaec97c3465d83b1952c3a251036df88a635c060c,1540861.7074957804,0.0004558765271947135,1542402.57
192,0x258494a21d9ea90fcbcb9e22bd57c6899de0d995,1539043.1111505274,0.00045533848060545117,1540582.15
193,0x026447a649e8a9dcab4b49d94e5006f98a4d600d,1531534.687491,0.00045311705211127765,1533066.22
194,0x3efebc418efb585248a0d2140cfb87afcc2c63dd,1519063.2955008093,0.00044942728888196616,1520582.36
195,0xd405b976ac01023c9064024880999fc450a8668b,1518084.9775620827,0.0004491378455255446,1519603.06
196,0xfd5f7e288838f6e6d863eadc14092dead2b0cd79,1517139.344973,0.00044885807239690103,1518656.48
197,0x919cf7feda53def466ee927e2292ccdce9461d94,1512700.0001,0.00044754465594046126,1514212.7
198,0x6ade1991807fae9efdcdf5df4be028c2bba6bbfc,1509572.28,0.0004466192943909537,1511081.85
199,0xa9e85b98aea6eb58ec8871e6f7f1e7bb2e0f0b1c,1508940.47,0.00044643236823966724,1510449.41
200,0xec4a2a18b3368edec8f5bfca1ac12601a81ece4c,1500119.7038816647,0.0004438226725053507,1501619.82
201,0xf322942f644a996a617bd29c16bd7d231d9f35e9,1491906.0622958953,0.0004413925995250648,1493397.97
202,0x4118171a5f27212dcd0d1eaabb3a0b15479e49ae,1485915.619714007,0.00043962027813677565,1487401.54
203,0x8fb788176e1760640256549920018ba80202078c,1470812.0,0.0004351517488263281,1472282.81
204,0x7c81239c9cfef2528f29df8e284cd6f9dfda6601,1460912.908411413,0.0004322230216901845,1462373.82
205,0x8df197cb5e95bd8a0dfaf15bfa60857ac66b6911,1452972.4388072118,0.0004298737688728493,1454425.41
206,0xdc44d5a7168af1cf131a5796824636e337e596db,1449266.82025,0.0004287774313425232,1450716.09
207,0x9bf54297d9270730192a83ef583ff703599d9f18,1434042.7792834472,0.00042427327442049704,1435476.82
208,0xa39af17ce4a8eb807e076805da1e2b8ea7d0755b,1414048.5782053622,0.0004183578266504802,1415462.63
209,0x07028a75c7e3ae8e26e0564de3cf9d884ce06da1,1400018.55,0.0004142069281606351,1401418.57
210,0xd9e470a3435e06d655dcedc61fa0b39543c131a9,1392717.93431886,0.00041204698135495434,1394110.65
211,0x35d2d03607b9155b42cf673102fe58251ac4f644,1392308.9688900174,0.00041192598559100193,1393701.28
212,PancakeSwap V2: BSC-USD-AKW,1364540.4198244878,0.00040371043344141725,1365904.96
213,0x7689b14be3805ed88126d09adbcc08a7636e6bfc,1359448.9423277518,0.00040220407821939393,1360808.39
214,0x5f0a13c82b39eb77772a5e68731c58e69a356f19,1358706.986967412,0.0004019845646632067,1360065.69
215,0xa9786e3c577ab5c6b00a92b61c280155aacccc10,1357600.0001,0.0004016570535528254,1358957.6
216,0x70bd7a4ce5cded8c54f71024c35df00d1a222a89,1355265.28589494,0.00040096630927732206,1356620.55
217,0x48bb9c65c2be89433c9b3ae419ca6c0e7fa20618,1349200.0,0.0003991718448832902,1350549.2
218,0xb9065493f4fe15f2863555dd3868da05cb89729d,1345634.0,0.00039811681464399745,1346979.63
219,0xeb8a5bb1a7586a16fad69caeaf3b1051d3831b75,1340100.0005,0.00039647953567127425,1341440.1
220,0x60d4113251b1c88496574619541a56f6daab6502,1329000.0003,0.00039319550990931236,1330329.0
221,0x9bdb521a97e95177bf252c253e256a60c3e14447,1325790.7363723847,0.0003922460229520758,1327116.53
222,0xb3955302e58fffdf2da247e999cd9755f652b13b,1313803.759914644,0.0003886995780164036,1315117.56
223,0x565d6ea5fb9e5fbcd6042713abcf90fbc93e3121,1307467.0001,0.0003868247958448992,1308774.47
224,0xe5928114cefc465b6cdb5327b7c6b7a9fa0a41af,1300000.0036,0.0003846156239143907,1301300.0
225,0xc9fb425f8046875ff19726ff03d2ba16f0652f06,1296850.0947117887,0.0003836836976305769,1298146.94
226,0xe8ec74e854ba3a8c1512ea465ed531790bb45e8a,1286854.167696333,0.000380726320942111,1288141.02
227,0x55bc28050db45f9edbb62ffc691b18650364d66f,1285500.0,0.00038032567936367446,1286785.5
228,0x95c0857f9e7c2cc767d4cb9e3914a78932d1b6a4,1281956.3919232613,0.0003792772739578524,1283238.35
229,0x46cf1cf8c69595804ba91dfdd8d6b960c9b0a7c4,1274700.6739241784,0.00037713061049828614,1275975.37
230,PancakeSwap V2: BSC-USD-SEE 4,1265908.0414713982,0.0003745292383388161,1267173.95
231,0x0cc34a3935561172ff0305f4cbdf4651ed01e628,1261182.0,0.00037313100035102115,1262443.18
232,0x48dd1dcd520a275a8660e888eadf5763f37f8118,1260799.0,0.0003730176866713663,1262059.8
233,0x77ac5e5cf53f2ce8642b9190d6d4250a30feb15c,1257799.0,0.0003721301121570987,1259056.8
234,0xcda82f1a7c543932c2b9ea5b01d774b8ffd1b3db,1251409.515,0.0003702397308086669,1252660.92
235,0x79105187a9b0f0ab75aca6ee9f8a00abc5d866f2,1250045.26762498,0.00036983610707492555,1251295.31
236,0xde98b58f8db4a22aa7061f8e267a0955bf14140a,1245437.5762205068,0.0003684728839215187,1246683.01
237,0x7b7b957c284c2c227c980d6e2f804311947b84d0,1245337.8255487871,0.0003684433718701856,1246583.16
238,0xa98a62e809577589ee0d2f061c387bbeaa581b1f,1238133.8254405833,0.0003663120095712446,1239371.96
239,0x38a6d460292a5119ca17a6d310399a4fec8cec19,1237042.2100816495,0.0003659890462472537,1238279.25
240,0xca97d5aa1629e63860deb28191ed75b4c882024c,1231342.0461884192,0.00036430260618099385,1232573.39
241,0x70a6266f8bd6fe48f18f0127f396edf1bdc9df15,1230458.396906906,0.0003640411713203865,1231688.86
242,0xc3596d728cf830ad4cff221ea76b7f94619454d2,1229702.0,0.0003638173851146396,1230931.7
243,0x7033b6b93697c1c7c304255ba159c0d333e1c71e,1226325.1525491704,0.0003628183172026643,1227551.48
244,0x665cb489d7e4e18908f71b14b118ca2124c763c5,1223674.0,0.0003620339520573045,1224897.67
245,0x889d74dff4a075b6ae4570fdbc0b8f14ea995a05,1223522.745674864,0.00036198920222925,1224746.27
246,0x1846c0ab8d09007154066cbb114315e11d94d4e8,1220002.0290288164,0.0003609475694402535,1221222.03
247,0x36b22b914a9bb4609cc0697f78933ec8a7bf3d3a,1219698.0001,0.00036085761999731436,1220917.7
248,0x65f4b093944e0034f5278b30044ea47078286e53,1212256.62674,0.0003586560288821523,1213468.88
249,PancakeSwap V2: BSC-USD-GMETA,1208038.5085504495,0.0003574080641477478,1209246.55
250,0xf55b48159ef4fedd63bb57f18b0437e19b7b385f,1206552.5,0.00035696841637529355,1207759.05
251,0x0cb348be7b0c005a76ccd55e16f65a33b92f964b,1205101.0,0.00035653897823947374,1206306.1
252,0x96e638c9cadc6be38e8c4e2aa7a3dc7750bcb7a0,1200000.6417805,0.00035502999558305255,1201200.64
253,0x3f803ec2b816ea7f06ec76aa2b6f2532f9892d62,1196701.8788427392,0.00035405402961233013,1197898.58
254,0x16ee180eaece5fe81a713129b15c02f7709d67e9,1195769.377936,0.00035377814159921246,1196965.15
255,0xf9cd95dc4d820e924ffdc556664622bf5034b429,1192512.0,0.0003528144197194354,1193704.51
256,PancakeSwap V2: BSC-USD-FSV 3,1191282.6943350118,0.0003524507195932726,1192473.98
257,0x42c24b1ce9bcfedbe3e8b1190a6e5cdd2273655f,1191236.3621552482,0.0003524370118392897,1192427.6
258,0x41257119be420d063052f1189f115f67cc34aab6,1182370.0,0.000349813826144868,1183552.37
259,0x1c9fbbfa261e386eee592794166a17c9876021ad,1172512.9385137595,0.00034689753395794934,1173685.45
260,0xfcb6d9d07628eb9e8f9900501b46c316255bf4bd,1168847.0000007,0.00034581293609292803,1170015.85
261,0xfe6d9af579deccebfc2d8d366c3d667adb696b32,1165333.9245375905,0.0003447735640103431,1166499.26
